word,category,emoji,difficulty
Робінзонада,Література,📚,easy
Гулівер у ліліпутів,Література,📚,easy
Гулівер у велетнів,Література,📚,easy
Мюнхаузен,Література,📚,easy
Еріх Распе,Література,📚,easy
Пригоди барона Мюнхаузена,Література,📚,easy
Том Сойєр і Гек Фінн,Література,📚,easy
Бекі Тетчер,Література,📚,easy
Індіанець Джо,Література,📚,easy
Дядько Том,Література,📚,easy
Хатина дядька Тома,Література,📚,easy
Гаррієт Бічер-Стоу,Література,📚,easy
Чорний Красень,Література,📚,easy
Анна Сьюелл,Література,📚,easy
Білий Ікло,Література,📚,easy
Джек Лондон,Література,📚,easy
Поклик пращурів,Література,📚,easy
Балто собака,Література,📚,easy
Лессі,Література,📚,easy
Багато шуму з нічого,Література,📚,easy
Дванадцята ніч,Література,📚,easy
Сон літньої ночі,Література,📚,easy
Венеціанський купець,Література,📚,easy
Приборкання норовливої,Література,📚,easy
Ромео Монтеккі,Література,📚,easy
Джульєтта Капулетті,Література,📚,easy
Пригоди Аліси в Задзеркаллі,Література,📚,easy
Червона Королева,Література,📚,easy
Труляля і Трулюлю,Література,📚,easy
Кіплінг Кіт що гуляв сам,Література,📚,easy
Слонове дитя,Література,📚,easy
Іван Багряний,Література,📚,normal
Тигролови,Література,📚,normal
Сад Гетсиманський,Література,📚,normal
Улас Самчук,Література,📚,normal
Марія,Література,📚,normal
Валер'ян Підмогильний,Література,📚,normal
Місто,Література,📚,normal
Микола Хвильовий,Література,📚,normal
Вальдшнепи,Література,📚,normal
Юрій Смолич,Література,📚,normal
Олесь Гончар,Література,📚,normal
Собор,Література,📚,normal
